stockid,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
002849.SZ,,,,,,,,,,,,
002850.SZ,,,,,,,,,,,,
002851.SZ,,43360,,,,,,,,,,
002852.SZ,,,,,,,,,,,,
002853.SZ,,,,,,,,,,,,
002855.SZ,,,,,,,,,,,,
002856.SZ,,,,,,,,,,,,
002857.SZ,,,,,,,,,,,,
002858.SZ,,,,,,,,,,,,
002859.SZ,,,,,,,,,,,,
002860.SZ,,,,,,,,,,,,
002861.SZ,,,,,,,,,,,,
002862.SZ,,,,,,,,,,,,
002863.SZ,,,,,,,,,,,,
002864.SZ,,,,,,,,,,,,
002865.SZ,,,,,,,,,,,,
002866.SZ,,,,,,,,,,,,
002867.SZ,,,,,,,,,,,,
002868.SZ,,,,,,,,,,,,
002869.SZ,,,,,,,,,,,,
002870.SZ,,,,,,,,,,,,
002871.SZ,,,,,,,,,,,,
002872.SZ,,,,,,,,,,,,
002873.SZ,,,,,,,,,,,,
002875.SZ,,,,,,,,,,,,
002876.SZ,,,,,,,,,,,,
002877.SZ,,,,,,,,,,,,
002878.SZ,,,,,,,,,,,,
002879.SZ,,,,,,,,,,,,
002880.SZ,,,,,,,,,,,,
002881.SZ,,,,,,,,,,,,
002882.SZ,,,,,,,,,,,,
002883.SZ,,,,,,,,,,,,
002884.SZ,,,,,,,,,,,,
002885.SZ,,,,,,,,,,,,
002886.SZ,,,,,,,,,,,,
002887.SZ,,,,,,,,,,,,
002888.SZ,,,,,,,,,,,,
002889.SZ,,,,,,,,,,,,
002890.SZ,,,,,,,,,,,,
002891.SZ,,,,,,,,,,,,
002892.SZ,,,,,,,,,,,,
002893.SZ,,,,,,,,,,,,
002895.SZ,,,,,,,,,,,,
002896.SZ,,,,,,,,,,,,
002897.SZ,,,,,,,,,,,,
002898.SZ,,,,,,,,,,,,
002899.SZ,,,,,,,,,,,,
002900.SZ,,,,,,,,,,,,
002901.SZ,,,,,,,,,,,,
002902.SZ,,,,,,,,,,,,
002903.SZ,,,,,,,,,,,,
002905.SZ,,,,,,,,,,,,
002906.SZ,,,,,,,,,,,,
002907.SZ,,,,,,,,,,,,
002908.SZ,,,,,,,,,,,,
002909.SZ,,,,,,,,,,,,
002910.SZ,,,,,,,,,,,,
002911.SZ,,,,,,,,,,,,
002912.SZ,,,,,,,,,,,,
002913.SZ,,,,,,,,,,,,
002915.SZ,43818,,,,,,,,,,,
002916.SZ,,,,,,,,,,,,
002917.SZ,,,,,,,,,,,,
002918.SZ,,,,,,,,,,,,
002919.SZ,,,,,,,,,,,,
002920.SZ,,,,,,,,,,,,
002921.SZ,,,,,,,,,,,,
002922.SZ,,,,,,,,,,,,
002923.SZ,,,,,,,,,,,,
002925.SZ,,,,,,,,,,,,
002926.SZ,,,,,,,,,,,,
002927.SZ,,,,,,,,,,,,
002928.SZ,,,,,,,,,,,,
002929.SZ,,,,,,,,,,,,
002930.SZ,,,,,,,,,,,,
002931.SZ,,,,,,,,,,,,
002932.SZ,,,,,,,,,,,,
002933.SZ,,,,,,,,,,,,
002935.SZ,,,,,,,,,,,,
002936.SZ,,,,,,,,,,,,
002937.SZ,,,,,,,,,,,,
002938.SZ,,,,,,,,,,,,
002939.SZ,,,,,,,,,,,,
002940.SZ,,,,,,,,,,,,
002941.SZ,,,,,,,,,,,,
002942.SZ,,,,,,,,,,,,
002943.SZ,,,,,,,,,,,,
002945.SZ,,,,,,,,,,,,
002946.SZ,,,,,,,,,,,,
002947.SZ,,,,,,,,,,,,
002948.SZ,,,,,,,,,,,,
002949.SZ,,,,,,,,,,,,
002950.SZ,,,,,,,,,,,,
002951.SZ,,,,,,,,,,,,
002952.SZ,,,,,,,,,,,,
002953.SZ,,,,,,,,,,,,
002955.SZ,,,,,,,,,,,,
002956.SZ,,,,,,,,,,,,
002957.SZ,,,,,,,,,,,,
002958.SZ,,,,,,,,,,,,
002959.SZ,,,,,,,,,,,,
002960.SZ,,,,,,,,,,,,
002961.SZ,,,,,,,,,,,,
002962.SZ,,,,,,,,,,,,
002963.SZ,,,,,,,,,,,,
002965.SZ,,,,,,,,,,,,
002966.SZ,,,,,,,,,,,,
002967.SZ,,,,,,,,,,,,
002968.SZ,,,,,,,,,,,,
002969.SZ,,,,,,,,,,,,
002970.SZ,,,,,,,,,,,,
002971.SZ,,,,,,,,,,,,
002972.SZ,,,,,,,,,,,,
002973.SZ,,,,,,,,,,,,
002975.SZ,,,,,,,,,,,,
002976.SZ,,,,,,,,,,,,
002977.SZ,,,,,,,,,,,,
002978.SZ,,,,,,,,,,,,
002979.SZ,,,,,,,,,,,,
002980.SZ,,,,,,,,,,,,
002981.SZ,,,,,,,,,,,,
002982.SZ,,,,,,,,,,,,
002983.SZ,,,,,,,,,,,,
002985.SZ,,,,,,,,,,,,
002986.SZ,,,,,,,,,,,,
002987.SZ,,,,,,,,,,,,
002988.SZ,,,,,,,,,,,,
002990.SZ,,,,,,,,,,,,
003816.SZ,,,,,,,,,,,,
300001.SZ,,,,,42336,,,,,,,
300002.SZ,,,,,,41766,,,,,,
300003.SZ,,,42756,42385,,,,,,,,
300004.SZ,,,,,,41830,,,,,,
300005.SZ,,,,42523,,,,,,,,
300006.SZ,,,,42378,,,41564,,,,,
300007.SZ,,,,,42011,,,,,,,
300008.SZ,,,,42480,,41793,,,,,,
300009.SZ,43540,,,42374,,,,,,,,
300010.SZ,,,,42558,42208,41883,,41122,,,,
300011.SZ,,,42949,,,41885,,,,,,
300012.SZ,,,,42669,,41990,,,,,,
300013.SZ,,,,,42276,,,,,,,
300014.SZ,43602,,,,42326,,,,,,,
300015.SZ,,43105,,,,,,,,,,
300016.SZ,,,,,42320,,,,,,,
300017.SZ,,,,42427,,,,,,,,
300018.SZ,,,,,42348,,,,,,,
300019.SZ,,,,42593,,,,,,,,
300020.SZ,,,,,42228,41723,,,,,,
300021.SZ,,,,42523,,,,,,,,
300022.SZ,,,,,42348,,,,,,,
300023.SZ,,,,,42179,,,,,,,
300024.SZ,,,,,42326,,,,,,,
300025.SZ,,,,,,,41541,,,,,
300026.SZ,,,,,42348,,,41228,,,,
300027.SZ,,,,,42234,41786,,,,,,
300028.SZ,,,,,,,,,,,,
300029.SZ,,,,,,,,,,,,
300030.SZ,,,,,42276,,,,,,,
300031.SZ,,,,42529,,,,,,,,
300032.SZ,,,,42566,,41972,,,,,,
300033.SZ,,,,,,,,,,,,
300034.SZ,43726,43448,,,,,,,,,,
300035.SZ,43785,,42800,,,,,,,,,
300036.SZ,,,,42562,,,,,,,,
300037.SZ,,,,,42180,,,,,,,
300038.SZ,,,42983,,42319,,41347,,,,,
300039.SZ,,,,,,,,,,,,
300040.SZ,,,,,42349,,,,,,,
300041.SZ,,,42922,,42258,,,,,,,
300042.SZ,,,,,,,,,,,,
300043.SZ,,,,,,41737,,,,,,
300044.SZ,,,43090,,,,,,,,,
300045.SZ,,43144,42874,,,,,,,,,
300046.SZ,,,,,,,,,,,,
300047.SZ,,,43024,42591,,,,,,,,
300048.SZ,,,,42381,42367,,,,,,,
300049.SZ,,,,,42179,,,,,,,
300050.SZ,,,42972,,42013,,,,,,,
300051.SZ,,,,,42340,,,,,,,
300052.SZ,,,,,,,,,,,,
300053.SZ,,43190,,42711,42166,,,,,,,
300054.SZ,43804,,42776,42551,,,41589,,,,,
300055.SZ,,,,42489,,41892,,,,,,
300056.SZ,,,42753,42459,42201,,,,,,,
300057.SZ,,,,,42186,,,,,,,
300058.SZ,,,42794,42500,,,41533,41081,,,,
300059.SZ,,,,42504,42363,,,,,,,
300061.SZ,,,,42693,,,,,,,,
300062.SZ,,,,,,,,,,,,
300063.SZ,,,,,42324,,,,,,,
300064.SZ,,,,42677,42172,,,,,,,
300065.SZ,,43403,,42374,,,,,,,,
300066.SZ,,,,,42234,,,,,,,
300067.SZ,,,43071,,,,,,,,,
300068.SZ,,,42971,42558,,,,,,,,
300069.SZ,,,,,,,,,,,,
300070.SZ,,,,42402,42231,,,,,,,
300071.SZ,,,,,42069,,41612,,,,,
300072.SZ,,,,,42269,41893,,,,,,
300073.SZ,,43200,,,42258,,,,,,,
300074.SZ,,,,,,,,,,,,
300075.SZ,,,42965,,,,,,,,,
300076.SZ,,,,,,,,,,,,
300077.SZ,,,,,,,,,,,,
300078.SZ,43805,,,42733,,,,,,,,
300079.SZ,,,,,,,,,,,,
300080.SZ,43749,,,,,,41409,,,,,
300081.SZ,,,42845,42727,,,,,,,,
300082.SZ,,,,,,,,,,,,
300083.SZ,,,,,42364,,,,,,,
300084.SZ,,,,42608,,41970,,,,,,
300085.SZ,,,42938,,,41975,,,,,,
300086.SZ,,,,,,,,,,,,
300087.SZ,,,,,,,,,,,,
300088.SZ,,,,,42096,41659,,,,,,
300089.SZ,,43214,,42636,,,,,,,,
300090.SZ,,,,42389,,,41571,,,,,
300091.SZ,43517,43294,42970,,,,,,,,,
300092.SZ,,,,,,,,,,,,
300093.SZ,,,,,,,,,,,,
300094.SZ,43510,,,,,,,,,,,
300095.SZ,,,,42508,,,,,,,,
300096.SZ,,,,,,,,,,,,
300097.SZ,,,42964,,42354,,,,,,,
300098.SZ,,43103,43089,,42341,,,,,,,
300099.SZ,,,42749,42686,,41708,,,,,,
300100.SZ,,43308,,,,41997,,,,,,
300101.SZ,,,,,,,,,,,,
300102.SZ,,,,,42313,,,,,,,
300103.SZ,,,,,,,,,,,,
300104.SZ,,,,42587,,41769,,,,,,
300105.SZ,,,,,,,,,,,,
300106.SZ,,,,,,,,,,,,
300107.SZ,,,,,,,,,,,,
300108.SZ,,,,,,41887,,,,,,
300109.SZ,43634,,,,42276,,,,,,,
300110.SZ,,,,,,,,,,,,
300111.SZ,,,,,,,,,,,,
300112.SZ,,43112,,,42313,,,,,,,
300113.SZ,,,,42466,,,,,,,,
300114.SZ,,,,,,41982,,,,,,
300115.SZ,,,,,42084,,,,,,,
300116.SZ,,,,42613,42028,,,,,,,
300117.SZ,,,,,,,,,,,,
300118.SZ,,,42843,,,41927,,,,,,
300119.SZ,,,,42598,,,,,,,,
300120.SZ,43713,,43049,,,,,,,,,
300121.SZ,,,,,,,,,,,,
300122.SZ,,,,,,,,,,,,
300123.SZ,,,43028,42594,,,,,,,,
300124.SZ,43804,,,,,,,,,,,
300125.SZ,,,,,,,,,,,,
300126.SZ,,,,,,,,,,,,
300127.SZ,,,,,,,,,,,,
300128.SZ,,,,,42069,,,,,,,
300129.SZ,,,,42384,42367,,,,,,,
300130.SZ,,,43033,,,,,,,,,
300131.SZ,,,,,42235,,,,,,,
300132.SZ,43608,,,,,,,,,,,
300133.SZ,,,,,42329,41725,,,,,,
300134.SZ,,,,42669,,,,,,,,
300135.SZ,,,,,,,,,,,,
300136.SZ,,,,,42220,,,,,,,
300137.SZ,,,,,42049,,,,,,,
300138.SZ,,,,42374,,,,,,,,
300139.SZ,,,,,,,,,,,,
300140.SZ,43526,,,42699,,,,,,,,
300141.SZ,,,,,,,,,,,,
300142.SZ,,,,42656,,,,,,,,
300143.SZ,,,,42598,,,,,,,,
300144.SZ,,,,,42353,,,,,,,
300145.SZ,,,,,42345,,,,,,,
300146.SZ,43694,,,,42049,,,,,,,
300147.SZ,,,,,,,,,,,,
300148.SZ,,,,42627,,41797,,,,,,
300149.SZ,,43277,,,,,,,,,,
300150.SZ,,,43026,,,,,,,,,
300151.SZ,,,,,,,,,,,,
300152.SZ,,,,,,,,,,,,
300153.SZ,,,,,,,,,,,,
300154.SZ,,,,,,,,,,,,
300155.SZ,,,,,,,,,,,,
300156.SZ,,,,,42203,,,,,,,
300157.SZ,,,,42504,,,41589,41158,,,,
300158.SZ,,,,42591,,,,,,,,
300159.SZ,,,,,42362,,,,,,,
300160.SZ,,,,,,,,,,,,
300161.SZ,,,42756,42733,,,,,,,,
300162.SZ,,,,,42350,,,,,,,
300163.SZ,,,,,,,,,,,,
300164.SZ,,,,42665,42068,,,,,,,
300165.SZ,,,,,,,,,,,,
300166.SZ,,,,42504,42077,42003,,,,,,
300167.SZ,,,,,,,,,,,,
300168.SZ,,,,,42072,,,,,,,
300169.SZ,,,,,,41887,,,,,,
300170.SZ,,,,42425,,,,,,,,
300171.SZ,,,,,,,,,,,,
300172.SZ,,,,,,,,,,,,
300173.SZ,,,,,,42003,,,,,,
300174.SZ,,,,,,,,,,,,
300175.SZ,,,,,,,,,,,,
300176.SZ,,,,,,,,,,,,
300177.SZ,,,,,42104,,,,,,,
300178.SZ,,,42947,,,,,,,,,
300179.SZ,,,,,,,,,,,,
300180.SZ,,,42936,42447,,,,,,,,
300181.SZ,,,,,42194,,,,,,,
300182.SZ,,,,42452,42212,41649,,,,,,
300183.SZ,,,,,42271,,,,,,,
300184.SZ,,,42837,42668,42203,41864,,,,,,
300185.SZ,,,,42527,,,,,,,,
300187.SZ,,,,,42228,,,,,,,
300188.SZ,,,,42383,,,,,,,,
300189.SZ,,,,,,,,,,,,
300190.SZ,,,42908,42515,,41900,,,,,,
300191.SZ,,,,,,,,,,,,
300192.SZ,,,,,,,,,,,,
300193.SZ,,,,,,,,,,,,
300194.SZ,,,,42642,42138,,,,,,,
300195.SZ,,,42845,,,41779,,,,,,
300196.SZ,,,,42598,,,,,,,,
300197.SZ,,,,42448,42164,,,,,,,
300198.SZ,,,,42535,,,,,,,,
300199.SZ,,,,42657,42044,,,,,,,
300200.SZ,,,42915,,,,,,,,,
300201.SZ,,,,42545,42088,,,,,,,
300202.SZ,,,,,,,,,,,,
300203.SZ,,,,,,,,,,,,
300204.SZ,,,,,,,,,,,,
300205.SZ,,,,,,,,,,,,
300206.SZ,,,,,,,,,,,,
300207.SZ,,43193,,,,,,,,,,
300208.SZ,,,,,,,,,,,,
300209.SZ,43622,,,42524,42124,,,,,,,
300210.SZ,,,,,42272,,,,,,,
300211.SZ,,,,,,,,,,,,
300212.SZ,,,,,42272,,,,,,,
300213.SZ,,,42937,42675,42052,,,,,,,
300214.SZ,,,42941,,,,,,,,,
300215.SZ,,,,42613,,,,,,,,
300216.SZ,,,,,,,,,,,,
300217.SZ,,,,,42334,,,,,,,
300218.SZ,,,,,,,,,,,,
300219.SZ,,,42915,42536,,,,,,,,
300220.SZ,,,,,,,,,,,,
300221.SZ,,,42794,,,,,,,,,
300222.SZ,,,,42587,42231,41803,,,,,,
300223.SZ,,,,,,,,,,,,
300224.SZ,,,42808,,42103,,,,,,,
300225.SZ,,,,,,,,,,,,
300226.SZ,,,,,,,,,,,,
300227.SZ,43663,,42874,,,,,,,,,
300228.SZ,,,,,42192,,,,,,,
300229.SZ,43641,43442,,,,41911,,,,,,
300230.SZ,,,,42601,42179,,,,,,,
300231.SZ,,,,,,,,,,,,
300232.SZ,,,,42719,42360,,,,,,,
300233.SZ,,,42811,,,,,,,,,
300234.SZ,,,,42461,,,,,,,,
300235.SZ,,,42818,,,,,,,,,
300236.SZ,,,,42476,,,41564,,,,,
300237.SZ,,,,,42345,41936,,,,,,
300238.SZ,,,,42635,,,,,,,,
300239.SZ,43543,,,,42319,,,,,,,
300240.SZ,,,,,,,,,,,,
300241.SZ,,,,42403,,,,,,,,
300242.SZ,,,,,42367,,,,,,,
300243.SZ,,,,,,,,,,,,
300244.SZ,,43463,,42398,,,,,,,,
300245.SZ,,,43063,,,,,,,,,
300246.SZ,,,,,,,,,,,,
300247.SZ,,,,42707,42318,41978,,,,,,
300248.SZ,,,,42710,42270,,,,,,,
300249.SZ,,,,,,42004,,,,,,
300250.SZ,,,,42466,42044,,,,,,,
300251.SZ,,,,,42076,,,,,,,
300252.SZ,,,,42671,,,,,,,,
300253.SZ,,,,42441,,,,,,,,
300254.SZ,,,,,42229,,,,,,,
300255.SZ,,,,42598,,,,,,,,
300256.SZ,,,,,42317,41724,41635,,,,,
300257.SZ,,,,,,,,,,,,
300258.SZ,,,,,,,,,,,,
300259.SZ,,,,42655,,,,,,,,
300260.SZ,,,,,,,,,,,,
300261.SZ,,,43096,42454,,,,,,,,
300262.SZ,,,,42640,,,,,,,,
300263.SZ,,,,,42195,,41579,,,,,
300264.SZ,,,,,,,,,,,,
300265.SZ,,,,,,,,,,,,
300266.SZ,,,43054,42497,42031,41732,,,,,,
300267.SZ,,,,,42355,,,,,,,
300268.SZ,,,,,,,,,,,,
300269.SZ,,,,42560,42089,41822,,,,,,
300270.SZ,,43270,,,,,,,,,,
300271.SZ,43567,,43021,,42326,,,,,,,
300272.SZ,,,,,,,,,,,,
300273.SZ,,,,,42210,,,,,,,
300274.SZ,,,,42562,,,,,,,,
300275.SZ,,,,,,,,,,,,
300276.SZ,,43262,43096,,,,,,,,,
300277.SZ,,,,,,,,,,,,
300278.SZ,,,,,,41928,,,,,,
300279.SZ,,,,42516,,41982,,,,,,
300280.SZ,43580,43248,,,,,,,,,,
300281.SZ,,,42998,,,,,,,,,
300282.SZ,,,42850,,,41892,,,,,,
300283.SZ,,,,,,,,,,,,
300284.SZ,,,42927,,42164,41902,,,,,,
300285.SZ,,43258,,42460,,,,,,,,
300286.SZ,,,,,,,,,,,,
300287.SZ,,,,42486,42150,,,,,,,
300288.SZ,,,,,42010,,,,,,,
300289.SZ,,,,,42217,,,,,,,
300290.SZ,43525,43202,,,42189,,,,,,,
300291.SZ,,,,42642,,41947,,,,,,
300292.SZ,,,,,42230,41940,41522,,,,,
300293.SZ,,,,,,,,,,,,
300294.SZ,,43201,,,42364,,,,,,,
300295.SZ,,,,,,,,,,,,
300296.SZ,,43124,,42612,42265,41850,,,,,,
300297.SZ,,,,42578,42124,,,,,,,
300298.SZ,,43171,,,,,,,,,,
300299.SZ,,,,,42173,,,,,,,
300300.SZ,,,,42494,,,,,,,,
300301.SZ,,,,42507,42166,,,,,,,
300302.SZ,43566,,,,,,,,,,,
300303.SZ,,,,,42347,,,,,,,
300304.SZ,,,,42479,,,,,,,,
300305.SZ,,,,,,,,,,,,
300306.SZ,,,,42732,,,,,,,,
300307.SZ,,,,,,,,,,,,
300308.SZ,43552,,42957,,,,,,,,,
300309.SZ,,,,42668,,,,,,,,
300310.SZ,,,42924,42474,,,,,,,,
300311.SZ,,,,,42265,,,,,,,
300312.SZ,,,,,,,,,,,,
300313.SZ,,43239,,42559,,,,,,,,
300314.SZ,,,,,,,,,,,,
300315.SZ,,,,42395,42362,41820,41500,,,,,
300316.SZ,,,,42683,,,,,,,,
300317.SZ,,,,42567,42256,,,,,,,
300318.SZ,,,,,42188,,,,,,,
300319.SZ,,,,42727,42226,,,,,,,
300320.SZ,,43322,,,,,,,,,,
300321.SZ,,,,,,,,,,,,
300322.SZ,,,,,,,,,,,,
300323.SZ,,43358,,42565,,,,,,,,
300324.SZ,,,,42698,42332,41963,,,,,,
300325.SZ,,,,42473,,,,,,,,
300326.SZ,,,,42530,42012,41886,,,,,,
300327.SZ,,,,,,,,,,,,
300328.SZ,,43162,,,,,,,,,,
300329.SZ,,,,42378,,,,,,,,
300330.SZ,,,,,,,,,,,,
300331.SZ,,,,42735,,,,,,,,
300332.SZ,,,42753,,42245,,,,,,,
300333.SZ,,,,,,,,,,,,
300334.SZ,,43166,,,42354,,,,,,,
300335.SZ,,,,42376,,,,,,,,
300336.SZ,,,,,42045,,,,,,,
300337.SZ,,,,,,,,,,,,
300338.SZ,,,42819,,,,,,,,,
300339.SZ,,43125,,,42265,41886,,,,,,
300340.SZ,,,,42711,,,,,,,,
300341.SZ,,,,,42235,,,,,,,
300342.SZ,,,,42494,,,,,,,,
300343.SZ,,43462,,42486,42230,,,,,,,
300344.SZ,,,,,,,,,,,,
300345.SZ,,,,,42368,,,,,,,
300346.SZ,,,,,,,,,,,,
300347.SZ,,,42867,42402,,,,,,,,
300348.SZ,,,42801,,42369,,,,,,,
300349.SZ,,,,42724,,,,,,,,
300350.SZ,,,,,42234,,,,,,,
300351.SZ,,,,42571,,,,,,,,
300352.SZ,,,,42685,42286,,,,,,,
300353.SZ,,,,42558,42320,,,,,,,
300354.SZ,,,,,,,,,,,,
300355.SZ,,,,42579,42347,41752,,,,,,
300356.SZ,,,,,42038,,,,,,,
300357.SZ,,,,,,,,,,,,
300358.SZ,,,43048,,42193,,,,,,,
300359.SZ,,,,,42353,,,,,,,
300360.SZ,,,43077,,,,,,,,,
300362.SZ,,,,42384,,,,,,,,
300363.SZ,,43273,,,42329,,,,,,,
300364.SZ,,43187,,42591,,,,,,,,
300365.SZ,,,43006,,,,,,,,,
300366.SZ,,,,42713,42367,,,,,,,
300367.SZ,,,,42692,42341,,,,,,,
300368.SZ,,,,,42368,,,,,,,
300369.SZ,,,42843,,42109,,,,,,,
300370.SZ,,,,42621,42314,,,,,,,
300371.SZ,,,,,,,,,,,,
300373.SZ,,,,42608,,,,,,,,
300374.SZ,,,,,,,,,,,,
300375.SZ,43787,,43078,,42236,,,,,,,
300376.SZ,,,,42613,,,,,,,,
300377.SZ,,,,42466,,,,,,,,
300378.SZ,,,,,,,,,,,,
300379.SZ,,,,42572,42031,,,,,,,
300380.SZ,,,,,,,,,,,,
300381.SZ,,,,42566,42080,,,,,,,
300382.SZ,,,,42641,,,,,,,,
300383.SZ,,43412,,42537,,,,,,,,
300384.SZ,,,42836,,,,,,,,,
300385.SZ,,,43082,,,,,,,,,
300386.SZ,,,,,,,,,,,,
300387.SZ,,,,,,,,,,,,
300388.SZ,43658,,,42469,,,,,,,,
300389.SZ,,,,,,,,,,,,
300390.SZ,,,,,42360,,,,,,,
300391.SZ,,43118,42872,,,,,,,,,
300392.SZ,,,,,,,,,,,,
300393.SZ,,,43096,,,,,,,,,
300394.SZ,,43306,,,,,,,,,,
300395.SZ,43760,,,,,,,,,,,
300396.SZ,,,,,,,,,,,,
300397.SZ,,,,,,,,,,,,
300398.SZ,,,43028,,,,,,,,,
300399.SZ,,,,,,,,,,,,
300400.SZ,,,,,,,,,,,,
300401.SZ,,43106,,,,,,,,,,
300402.SZ,,,,,,,,,,,,
300403.SZ,,,,,,,,,,,,
300404.SZ,,,,,,,,,,,,
300405.SZ,,,,42641,,,,,,,,
300406.SZ,,,,,,,,,,,,
300407.SZ,,,,,,,,,,,,
300408.SZ,,,,,,,,,,,,
300409.SZ,,43439,,42397,,,,,,,,
300410.SZ,,,42816,42508,,,,,,,,
300411.SZ,,,43041,,,,,,,,,
300412.SZ,,,,42640,,,,,,,,
300413.SZ,43613,43293,,,,,,,,,,
300414.SZ,,,42823,,,,,,,,,
300415.SZ,,,,,,,,,,,,
300416.SZ,,43271,,,,,,,,,,
300417.SZ,,,,,,,,,,,,
300418.SZ,,,42826,,,,,,,,,
300419.SZ,,,,42534,,,,,,,,
300420.SZ,,,43084,42503,42362,,,,,,,
300421.SZ,,,,42661,,,,,,,,
300422.SZ,,,,42669,,,,,,,,
300423.SZ,,43207,,,,,,,,,,
300424.SZ,,,,,,,,,,,,
300425.SZ,,,42749,,42340,,,,,,,
300426.SZ,,,,,,,,,,,,
300427.SZ,43517,,43018,,,,,,,,,
300428.SZ,43580,,,,,,,,,,,
300429.SZ,,43246,,42560,,,,,,,,
300430.SZ,,,42851,,,,,,,,,
300431.SZ,,,,,,,,,,,,
300432.SZ,,,,42731,,,,,,,,
300433.SZ,,,,42480,,,,,,,,
300434.SZ,,,42963,,,,,,,,,
300435.SZ,43805,,,,,,,,,,,
300436.SZ,,,,,,,,,,,,
300437.SZ,,,,42627,,,,,,,,
300438.SZ,,,42819,,,,,,,,,
300439.SZ,,,,,,,,,,,,
300440.SZ,,,,,,,,,,,,
300441.SZ,,,42837,42522,,,,,,,,
300442.SZ,,,,,,,,,,,,
300443.SZ,,,,42601,,,,,,,,
300444.SZ,,,,,,,,,,,,
300445.SZ,,,,,,,,,,,,
300446.SZ,,,,,,,,,,,,
300447.SZ,,,43068,,,,,,,,,
300448.SZ,,,42950,,,,,,,,,
300449.SZ,,43299,43004,,,,,,,,,
300450.SZ,,,43026,,,,,,,,,
300451.SZ,,,42774,,,,,,,,,
300452.SZ,,,,,,,,,,,,
300453.SZ,,,,,,,,,,,,
300454.SZ,,,,,,,,,,,,
300455.SZ,43827,,,,,,,,,,,
300456.SZ,43498,,,42625,,,,,,,,
300457.SZ,,43203,42803,,,,,,,,,
300458.SZ,,,,42662,,,,,,,,
300459.SZ,,43104,,42527,,,,,,,,
300460.SZ,,,,,,,,,,,,
300461.SZ,,,,,,,,,,,,
300462.SZ,43760,,,,,,,,,,,
300463.SZ,,,,,,,,,,,,
300464.SZ,43762,,,,,,,,,,,
300465.SZ,,,,42718,,,,,,,,
300466.SZ,,,43017,42578,,,,,,,,
300467.SZ,,,43075,,,,,,,,,
300468.SZ,,,,,,,,,,,,
300469.SZ,,,,,,,,,,,,
300470.SZ,,,,,,,,,,,,
300471.SZ,,,,,,,,,,,,
300472.SZ,,43201,,,,,,,,,,
300473.SZ,,,,,,,,,,,,
300474.SZ,,43461,,,,,,,,,,
300475.SZ,,,,,,,,,,,,
300476.SZ,,,42966,,,,,,,,,
300477.SZ,,,43007,42621,,,,,,,,
300478.SZ,,,,,,,,,,,,
300479.SZ,43544,43249,,,,,,,,,,
300480.SZ,,,42944,,,,,,,,,
300481.SZ,,43131,,,,,,,,,,
300482.SZ,,43211,,,,,,,,,,
300483.SZ,43518,,,,,,,,,,,
300484.SZ,,,,,,,,,,,,
300485.SZ,,,,,,,,,,,,
300486.SZ,43491,43199,,,,,,,,,,
300487.SZ,,,,,,,,,,,,
300488.SZ,,,42811,,,,,,,,,
300489.SZ,,,,,,,,,,,,
300490.SZ,,43390,43063,,,,,,,,,
300491.SZ,43544,,,,,,,,,,,
300492.SZ,,,,,,,,,,,,
300493.SZ,,43249,,,,,,,,,,
300494.SZ,,,,,,,,,,,,
300495.SZ,43537,,,42728,,,,,,,,
300496.SZ,,,,,,,,,,,,
300497.SZ,,,,,,,,,,,,
300498.SZ,,,,,,,,,,,,
300499.SZ,,,,,,,,,,,,
300500.SZ,,43159,,,,,,,,,,
300501.SZ,,,,,,,,,,,,
300502.SZ,,,,,,,,,,,,
300503.SZ,43509,,,,,,,,,,,
300504.SZ,,,,,,,,,,,,
300505.SZ,43515,,,,,,,,,,,
300506.SZ,,43223,,,,,,,,,,
300507.SZ,,,,,,,,,,,,
300508.SZ,,,,,,,,,,,,
300509.SZ,,,,,,,,,,,,
300510.SZ,,43270,42998,,,,,,,,,
300511.SZ,,,,,,,,,,,,
300512.SZ,,,,,,,,,,,,
300513.SZ,43578,43229,,,,,,,,,,
300514.SZ,,,,,,,,,,,,
300515.SZ,,,,,,,,,,,,
300516.SZ,,,,,,,,,,,,
300517.SZ,,,,,,,,,,,,
300518.SZ,,,,,,,,,,,,
300519.SZ,,,,,,,,,,,,
300520.SZ,43798,,,,,,,,,,,
300521.SZ,,,,,,,,,,,,
300522.SZ,,,,,,,,,,,,
300523.SZ,43546,,,,,,,,,,,
300525.SZ,43735,,,,,,,,,,,
300526.SZ,,,,,,,,,,,,
300527.SZ,,,,,,,,,,,,
300528.SZ,,,,,,,,,,,,
300529.SZ,,,,,,,,,,,,
300530.SZ,,,,,,,,,,,,
300531.SZ,43825,,,,,,,,,,,
300532.SZ,,,,,,,,,,,,
300533.SZ,,,,,,,,,,,,
300534.SZ,,,,,,,,,,,,
300535.SZ,,,,,,,,,,,,
300536.SZ,,,,,,,,,,,,
300537.SZ,,,42985,,,,,,,,,
300538.SZ,,,,,,,,,,,,
300539.SZ,,,,,,,,,,,,
300540.SZ,,,,,,,,,,,,
300541.SZ,,,,,,,,,,,,
300542.SZ,,,,,,,,,,,,
300543.SZ,,,,,,,,,,,,
300545.SZ,,,,,,,,,,,,
300546.SZ,,,,,,,,,,,,
300547.SZ,,,,,,,,,,,,
300548.SZ,,,,,,,,,,,,
300549.SZ,,,,,,,,,,,,
300550.SZ,,,,,,,,,,,,
300551.SZ,,,,,,,,,,,,
300552.SZ,,,,,,,,,,,,
