stockid,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
600366.SH,,,,,1.0,,,,,,,
600367.SH,,,,,,,,,,,,
600368.SH,,,,,,,,,,,,
600369.SH,,,,,,1.0,,,,1.0,1.0,
600370.SH,,,,,,,,,,,,
600371.SH,,,,,,,,,,,,
600372.SH,,,,,,,,1.0,1.0,,1.0,
600373.SH,,,,,1.0,,1.0,,,1.0,,
600375.SH,,,,,,,1.0,,1.0,,,
600376.SH,,,,1.0,,,,,,,1.0,1.0
600377.SH,,,,,,,,,,,,
600378.SH,1.0,1.0,,,,,,,,,,
600379.SH,,,,,,,,,,,,
600380.SH,,,,,,,,,,,,
600381.SH,,,,,1.0,,,,1.0,,,
600382.SH,,,,1.0,,,,,,,,
600383.SH,,,,,,,,,,,1.0,
600385.SH,,,,,,,,,,,,
600386.SH,,,,,,,,,,,,
600387.SH,,,1.0,,,,,,,,,
600388.SH,,,,,,,,,,,1.0,
600389.SH,,,,,,,,,,,,
600390.SH,,,1.0,,1.0,,1.0,,,,,
600391.SH,,,,,,,,,1.0,,,
600392.SH,,,1.0,,,,1.0,,,,,
600393.SH,,,,1.0,,,,,,,,
600395.SH,,,,,,,,,,,1.0,
600396.SH,,,,,1.0,1.0,,,,,,
600397.SH,,,,,,,,1.0,,,,
600398.SH,,,,,,1.0,,,,,,
600399.SH,,,,,,,,,,,,
600400.SH,,,,1.0,1.0,,,,,,,
600403.SH,,,,,,,,1.0,1.0,,,
600405.SH,,,,,,,1.0,,,,,
600406.SH,,1.0,1.0,,,1.0,,,,1.0,,
600408.SH,,,,,,,,,,,1.0,
600409.SH,,,1.0,,,,,1.0,1.0,,,1.0
600410.SH,,,,1.0,,,,,1.0,,,
600415.SH,,,,,,,,,,,,1.0
600416.SH,,,,1.0,1.0,,,,,,,
600418.SH,,,,1.0,1.0,,,,,,,
600419.SH,,,,,1.0,,1.0,,,,,
600420.SH,,,1.0,,,,,,,,,
600421.SH,,,,,,,,,,,,
600422.SH,,,,,1.0,,1.0,,,,,
600423.SH,,,,,,,,,,,,
600425.SH,,,,,,,,1.0,,,,
600426.SH,,,,,,,,,,1.0,,
600428.SH,,,,1.0,,,,,,,,
600429.SH,,,,,1.0,,,,,,1.0,
600433.SH,,,,,1.0,,,,1.0,,1.0,
600435.SH,,,,,,,,,,,1.0,1.0
600436.SH,,,,,,,,,,,,
600438.SH,,,,1.0,,,1.0,,,,,
600439.SH,,,,,,,,,,1.0,,
600444.SH,,,,,1.0,,,,,,,
600446.SH,,1.0,,,1.0,,,,,,,
600448.SH,,,1.0,,,1.0,,,,,,
600449.SH,,,,,,,,,1.0,,,1.0
600452.SH,,,,,,,,,,,,
600455.SH,,,,,,,,,,,,
600456.SH,,,,,,,,,,,,1.0
600458.SH,,,,1.0,,,,,,1.0,,
600459.SH,,,,,,,,,1.0,,,
600460.SH,,1.0,,,,,1.0,,,1.0,,
600461.SH,1.0,,,1.0,,,,,1.0,,,
600462.SH,,,,,,,,,,,,
600463.SH,,,,1.0,,,,,,,,
600466.SH,,,,,1.0,,,,,,,
600467.SH,,,,,,,,,1.0,,,
600468.SH,,,,1.0,,,,,,,,
600469.SH,,,,,,,,,,,,1.0
600470.SH,,,,,,,,,,1.0,,
600475.SH,,,1.0,,,,,,,,,
600476.SH,,,,,,,,,,,,
600477.SH,,,,,1.0,1.0,,,,,,
600478.SH,1.0,,1.0,,1.0,,,,,1.0,,1.0
600479.SH,,,,,1.0,,,,,,,
600480.SH,,,,,1.0,,,,,1.0,,
600481.SH,,,,,,,,,,,,1.0
600482.SH,,,,1.0,,,1.0,,,,,
600483.SH,,,,1.0,,1.0,,,,,,
600485.SH,,,,,,1.0,,,,,,
600486.SH,,,,,,,,,,,1.0,
600487.SH,,,1.0,,,1.0,,,1.0,,,
600488.SH,,,1.0,,,,1.0,,,,,
600489.SH,,,,,,,,,1.0,,,1.0
600490.SH,1.0,1.0,1.0,1.0,,,,1.0,,,,
600491.SH,,1.0,,1.0,,,,,,,1.0,
600493.SH,,,,,,,,,,,,
600495.SH,,,,,,,1.0,,,,1.0,
600496.SH,,1.0,,,,1.0,,,,,1.0,
600497.SH,,,1.0,1.0,,,,,,,,
600498.SH,,,1.0,,1.0,,,1.0,,,1.0,
600499.SH,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0
600500.SH,,,,,,,1.0,,,,,
600501.SH,,,,,1.0,,,,,,,
600502.SH,,,1.0,,1.0,,,,,,,
600503.SH,,,,,,1.0,,,,,,1.0
600505.SH,,,,,,,,,,,,
600506.SH,,,,,,,,,,,,
600507.SH,,,,,,,,,,,,
600508.SH,,,,,,,,,,,,
600509.SH,,,1.0,,,,1.0,,,,,
600510.SH,,,,,1.0,,,,,,1.0,
600511.SH,,,1.0,,,,,,,,,
600512.SH,,,,1.0,1.0,,,,,,,1.0
600513.SH,,,,,1.0,,1.0,,,,,
600515.SH,,,,1.0,,,,1.0,,,,
600516.SH,,,,,,,1.0,,,,,1.0
600517.SH,,,,,1.0,,1.0,,,,,
600518.SH,,,,1.0,,,,,,,,
600519.SH,,,,,,,,,,,,
600520.SH,,,,,,1.0,,,,,,
600521.SH,1.0,,,1.0,,,1.0,,,,,
600522.SH,,,1.0,,1.0,1.0,,,1.0,,1.0,
600523.SH,,,,,,,,,,,,1.0
600525.SH,,,,,1.0,,,,,,,
600526.SH,,,,,1.0,,1.0,,,,,
600527.SH,,,1.0,,,,,,1.0,,,
600528.SH,,,1.0,,,,,,,,,
600529.SH,,,,1.0,,,,,,,,
600530.SH,,,,,,,,,,,,
600531.SH,,,,1.0,,,,,,,,
600532.SH,,,,,1.0,,,1.0,,,,
600533.SH,,,,,,,,,,,,1.0
600535.SH,,,,,1.0,,,,,1.0,,
600536.SH,,,,,,,1.0,,,,1.0,
600537.SH,,,,,1.0,,,,1.0,,,
600538.SH,,,,,,1.0,,,,,,
600539.SH,,,,,,,,,,,,
600540.SH,,,,,,1.0,,,,,,
600543.SH,,,,,,,,,,,,1.0
600545.SH,,,1.0,,,,,,,,1.0,
600546.SH,,,,,,,,,1.0,,1.0,
600547.SH,,,,1.0,,,,,,,,1.0
600548.SH,,,,,,,,,,,,
600549.SH,,,,,,1.0,,,,,,
600550.SH,,1.0,,,1.0,,,,,,,
600551.SH,,,,,,,,,,1.0,,1.0
600552.SH,,,,,1.0,,1.0,,,,,
600555.SH,,,,,,,,,,,,
600556.SH,,,,,,,,,,,,
600557.SH,,,,,,1.0,,,,,,
600558.SH,,,,,,1.0,,,,,,
600559.SH,1.0,1.0,,,1.0,,,,,,,
600560.SH,,,,,,,,,,,,
600561.SH,,,,,,,1.0,,,,,
600562.SH,,,,1.0,,,1.0,,,,,
600563.SH,,,,,,,,,,,,
600565.SH,,,,,,1.0,,,,,,
600566.SH,,,,1.0,,1.0,1.0,,,,,
600567.SH,,,,1.0,,,1.0,,1.0,,,
600568.SH,,,,1.0,1.0,,,,,,1.0,
600569.SH,1.0,,,,,,,,,,,1.0
600570.SH,,,,,,,,,,,,
600571.SH,,,,,1.0,,,,,,,
600572.SH,,1.0,,,1.0,,,1.0,,1.0,,
600573.SH,,,,,,,,,,,,
600575.SH,,,,1.0,,1.0,,1.0,,1.0,,
600576.SH,,,,,1.0,,,,,,,
600577.SH,,,,,,1.0,,,1.0,,,
600578.SH,,,1.0,,,,1.0,1.0,,1.0,,
600579.SH,1.0,,,1.0,,,1.0,,,,,
600580.SH,,,,1.0,,,1.0,,,1.0,,
600581.SH,,,,,,,,,,,,
600582.SH,,,,,1.0,,,,,,,
600583.SH,,,,,,,1.0,,,,,1.0
600584.SH,,1.0,1.0,,1.0,1.0,,,,,,
600585.SH,,,,,,,,,,,,1.0
600586.SH,,,,,,,,,1.0,,,
600587.SH,,,,,1.0,1.0,1.0,,,,,
600588.SH,,,,,1.0,,,,,,,
600589.SH,,,,1.0,,,,,,,1.0,
600590.SH,,,,1.0,1.0,,,1.0,,,,
600592.SH,,,,,,,1.0,,,,,
600593.SH,,,,,,,,,,,,
600594.SH,,,,,,1.0,,,,,,
600595.SH,,1.0,,,,,1.0,,,,,
600596.SH,,,,,,,,,,,1.0,
600597.SH,,,,,,,,1.0,,,,
600598.SH,,,,,,,,,,,,
600599.SH,,,,,,,1.0,,,,,
600600.SH,,,,,,,,,,,,
600601.SH,,,,,,,,,,,,
600602.SH,,,1.0,,1.0,,,,,,,
600603.SH,,,1.0,1.0,,,,,,,,
600604.SH,,,,1.0,1.0,,,,,,,
600605.SH,,,,,,,,,,,,
600606.SH,,,,,1.0,,,,,,,
600608.SH,,,,,,,,,,,,
600609.SH,,,,,,,,,,,,
600610.SH,,,,,,,,,,,,
600611.SH,,,,,,,,,,,,
600612.SH,,,,,,,,,,1.0,,
600613.SH,,,,,,,1.0,,,,,
600614.SH,,,,,1.0,1.0,,,,,,1.0
600615.SH,,,,,,,,,,,,
600616.SH,,,,,,1.0,,,,,,
600617.SH,,,,,1.0,1.0,1.0,,,,,
600618.SH,,,,,,,,,,,,
600619.SH,,,,,1.0,,,1.0,,,,
600620.SH,,,,,,,,,,,,
600621.SH,,,1.0,,,,,,,,,
600622.SH,,,,1.0,,,,,,,,
600623.SH,,,,,1.0,,,,,,,
600624.SH,,,,,,1.0,,,,,,
600626.SH,,1.0,,,,,,,,,,
600628.SH,,,,1.0,,,,,,,,
600629.SH,,,1.0,,1.0,,,,,1.0,,1.0
600630.SH,,,,,,,,,,,,
600633.SH,,,,1.0,,,1.0,,1.0,,,
600634.SH,,,,,,1.0,1.0,,,,,
600635.SH,,,,,,,,,,,,
600636.SH,,,,,1.0,,,,,,,
600637.SH,,,,,1.0,,,,1.0,,,
600638.SH,,,,,,,,,,,,
600639.SH,,,,,1.0,,,,,,,
600640.SH,,,1.0,,,,,1.0,,,,
600641.SH,,,,,,,,,,,,
600642.SH,1.0,,,,,,,,,1.0,,
600643.SH,,1.0,,,,,,1.0,,,,
600644.SH,,,,,,1.0,,,,,,
600645.SH,1.0,1.0,,,1.0,,1.0,,,,,
600647.SH,,,,,,,,,,,,
600648.SH,,,,,,1.0,,,,,,1.0
600649.SH,,,,,,,,,,,,1.0
600650.SH,,,,,,,,,,,,
600651.SH,,,,,1.0,,,,,,,
600652.SH,,,,,,1.0,,,,,,
600653.SH,,,,1.0,,,,,,,,
600654.SH,,,,,1.0,,,,,,,
600655.SH,,1.0,,,,,,,,,,
600657.SH,,1.0,,,,,,,,,,1.0
600658.SH,,,,1.0,,,,,,,1.0,
600660.SH,,,,,,,,,,,,
600661.SH,,,1.0,,,1.0,,,,,,
600662.SH,,,,,,,,,1.0,,,
600663.SH,,,,,,,,,,,,
600664.SH,,,,,,,,1.0,,,,
600665.SH,,,,,,,,,,,,
600666.SH,,,,,1.0,,,,,,,
600667.SH,,,1.0,1.0,,,,,,,1.0,
600668.SH,,,,,,,,,,,,
600671.SH,,,,,,,,,,,,
600673.SH,,1.0,,,,1.0,,,,,,
600674.SH,,,,,,,,1.0,,,1.0,
600675.SH,,1.0,,,,,,,,,,
600676.SH,,,,1.0,,,,1.0,,,,
600677.SH,,,,,1.0,,1.0,,,,,
600678.SH,,,,,,,,,,,,
600679.SH,,,,,1.0,,,,,,,
600681.SH,,,1.0,1.0,,,,,,,,
600682.SH,1.0,1.0,1.0,,1.0,,,,,,,
600683.SH,,,,,,,,,,,1.0,
600684.SH,,,,,,,,,,,,
600685.SH,,,,,1.0,,,,,,,
600686.SH,,,,,1.0,,,,,,,
600687.SH,,,,1.0,,,1.0,,,,,
600688.SH,,,,,,,,,,,,
600689.SH,,,,,,,,,,,,
600690.SH,,,,,,1.0,,,,,,
600691.SH,1.0,,,,,,,1.0,,,,
600692.SH,,,,,,,,,,,,
600693.SH,,,,,1.0,,,,,,,
600694.SH,,,,,,,,,,,,
600695.SH,,,,,,,,1.0,,,,
600696.SH,,,,,,,,,,,,
600697.SH,,,,,,,,,,,,
600698.SH,1.0,,,,,,,,,,,
600699.SH,,,1.0,,1.0,,1.0,1.0,1.0,,,
600701.SH,,,,1.0,,,,,,,,
600702.SH,,,,,,,,,,,,
600703.SH,,,,,1.0,1.0,,,,1.0,1.0,1.0
600704.SH,1.0,,,,1.0,1.0,,,,,1.0,
600705.SH,,,,,1.0,1.0,,1.0,,,,
600706.SH,,,,,,,,1.0,,,,
600707.SH,,,1.0,,,,,,,1.0,,
600708.SH,,,,,1.0,,,,,,,
600710.SH,,,,1.0,,,,,1.0,,,
600711.SH,1.0,1.0,,,,1.0,1.0,,,1.0,,
600712.SH,,,,,,,,,1.0,,,
600713.SH,,1.0,,,,1.0,,,,1.0,,
600714.SH,,,,,1.0,,,,,,1.0,
600715.SH,,,1.0,,1.0,,,,,,,
600716.SH,,,,1.0,,,,,,1.0,,
600717.SH,,,,,,,,,,,,1.0
600718.SH,,,,,,,,,,,,
600719.SH,,,,,,,,,,,,
600720.SH,,,,,,,,,,,1.0,
600721.SH,,,1.0,1.0,,,,,,1.0,,1.0
600722.SH,,,,,,,,1.0,,,,
600723.SH,,,,,,,,,1.0,,,
600724.SH,,,,,,,,,,,1.0,
600725.SH,,,,,,,,,,,1.0,
600726.SH,,,,,,,,,,,1.0,
600727.SH,,,,,,,,,,,,
600728.SH,,,1.0,1.0,,,1.0,1.0,,,,
600729.SH,,,,,,,1.0,,,1.0,,
600730.SH,,,,,,,,,,,,
600731.SH,,1.0,,,,,1.0,,,,,
600732.SH,1.0,,,,,,,,,,,
600733.SH,1.0,1.0,,,,,,,,,,
600734.SH,,,1.0,1.0,,,,,,,,
600735.SH,,,,,,,,1.0,,,,
600736.SH,,,,,1.0,,,,,,,
600737.SH,1.0,,,,,,1.0,,,,,1.0
600738.SH,,,1.0,,,,1.0,,,,,
600739.SH,,,,,1.0,1.0,,,,,,
600740.SH,1.0,1.0,,,,,1.0,,,,,
600741.SH,,,,1.0,,,,,,,1.0,
600742.SH,,,,,,,,,,,,
600743.SH,,,,,,,,,,,,1.0
600744.SH,,,,,1.0,,,,,,,
600745.SH,1.0,,,,1.0,1.0,,,,,,1.0
600746.SH,,,,,,,,,,,,
600748.SH,,,,1.0,,,,,,,,1.0
600749.SH,,1.0,,,,,,,1.0,,,
600750.SH,,,,,,,,,,1.0,,
600751.SH,,,,,,1.0,,,,,,
600753.SH,,,,,,,,,,,,
600754.SH,,,,1.0,,1.0,,,,,,
600755.SH,,,,,,,,,,,,
600756.SH,,,,1.0,,,,,,,,
600757.SH,,,,,,,1.0,1.0,,,,
600758.SH,,,,,1.0,,,,,,,
600759.SH,,,,,,1.0,,,,,,
600760.SH,,,1.0,,,,,,,1.0,,
600761.SH,,,,,,,,,,,,
600763.SH,,,,,,,,,,,,
600764.SH,1.0,,1.0,,,,,,,,,
600765.SH,1.0,,,,,,,,,,1.0,
600766.SH,,,,,,,,,,,,
600767.SH,,,,,,,,,,,,
600768.SH,,,,,,,,,,,,
600769.SH,,,,,,,,,,,,
600770.SH,,,,,,1.0,,,1.0,,1.0,
600771.SH,,,,1.0,1.0,,,,,,,
600773.SH,,1.0,,,,1.0,,,,,1.0,
600774.SH,,,,,,,,,,,,
600775.SH,,,,,,,1.0,,,,,
600776.SH,,,,,,,,,,,,
600777.SH,,,1.0,1.0,1.0,,,,,,,
600778.SH,,,,,,,,,,,,
600779.SH,,,,,,,,,,,,
600780.SH,,,,,,,,,1.0,,,
600781.SH,,,1.0,,,,,,,,,
600782.SH,,,1.0,,,,,,,,,
600783.SH,,,,,,,,,,1.0,,
600784.SH,,,,,,1.0,,,,,,
600785.SH,,,,,,1.0,,,,,,
600787.SH,,,,,1.0,,1.0,,,,1.0,
600789.SH,,1.0,,,,,,,,,,
600790.SH,,,,,,,,1.0,,,,
600791.SH,,,,,,,,,,,,
600792.SH,,,,,,,1.0,,1.0,,,
600793.SH,1.0,,,,,,,,,,,
600794.SH,,,,1.0,,1.0,1.0,,,,,
600795.SH,,,,,,,1.0,,,1.0,,
600796.SH,,,,,,,,,,,,
600797.SH,,,1.0,,1.0,,,,,,,
600798.SH,,1.0,,,,,,,,,,1.0
600800.SH,,,,,,,,,,,,
600801.SH,,,,,,,,,1.0,,,1.0
600802.SH,,,,,,,,,,,,
600803.SH,,,,,,1.0,1.0,,1.0,,,
600804.SH,,,,,,,,,,1.0,,
600805.SH,,,,,,,,,,,,
600807.SH,,,,,1.0,1.0,,,,,,
600808.SH,,,,,,,,,,,,
600809.SH,,,,,,,,,,,,
600810.SH,,,,,,,,,,,,
600811.SH,,,,1.0,,,,,,,,
600812.SH,,,,,,1.0,,1.0,,,,
600814.SH,,,,,,1.0,,,,,,
600815.SH,,,,,,,,1.0,,,,
600816.SH,,,,1.0,1.0,,,,,,,
600817.SH,,,,,,,,,,,,
600818.SH,,,,,,,,,,,,
600819.SH,,,,,,1.0,,,,,,
600820.SH,,,,,,,,1.0,,,,
600821.SH,,,,,,,,,,,,
600822.SH,,,,,,,,,,,1.0,
600823.SH,,,,,1.0,,,,,,1.0,
600824.SH,,,,,,,,,,,,
600825.SH,,,,,,,,,,,,1.0
600826.SH,,,,,,,,,,,,
600827.SH,,,,1.0,,,,,1.0,,,
600828.SH,,,,1.0,,,,,,,,
600829.SH,,,,,,,,,,,,
600830.SH,,,,,,,,,,,,1.0
600831.SH,,,,1.0,,,,,,,,
600833.SH,,,,,,,,,,,,
600834.SH,,,,,,,,,,,,
600835.SH,,,,,,,,,,,,
600836.SH,,,,,1.0,,,,,,,
600837.SH,,,,,,,,,,,,
600838.SH,,,,,,,,,,,,
600839.SH,,,,,,,,,,,,
600841.SH,,,,,,,,1.0,,,,
600843.SH,,,,,,1.0,,,,,,
600844.SH,,,,1.0,,,,,,,1.0,
600845.SH,,,,,1.0,1.0,,,,,,
600846.SH,,,,,,,,,,,1.0,
600847.SH,,,,,,,1.0,,,,,
600848.SH,1.0,,1.0,,1.0,,,,,,,
600850.SH,,,,,,,,1.0,,,,
600851.SH,,,,,,,,,,,,
600853.SH,,1.0,,,,,,,,,,
600854.SH,,,,,,,,,,,,
600855.SH,1.0,1.0,,,,,,1.0,,,,
600856.SH,,,1.0,,1.0,,,,,,,
600857.SH,,,,,,,,,,,,
600858.SH,,,,,,,,,,1.0,,
600859.SH,,1.0,,1.0,,,,,1.0,,,
600860.SH,,,,,,,,,,,,
600861.SH,,,,,,,,,,,,
600862.SH,,,,,1.0,,,,,1.0,,
600863.SH,,,,,,,,1.0,,,,
600864.SH,,,,1.0,,,,,,,,
600865.SH,,,,,,,,,,,,
600866.SH,1.0,,,,,1.0,,,1.0,,,
600867.SH,,,,1.0,,,,,,,,
600868.SH,,,,,,,,,,,,
600869.SH,,,,1.0,,,,,1.0,1.0,,
600870.SH,,,,,,,,1.0,,,,
600871.SH,,1.0,,,1.0,,,,,,,
600872.SH,,,,,,,,,,,,
600873.SH,,,,,,,1.0,,1.0,,,
600874.SH,,,,,,,,,,,,
600875.SH,,1.0,,,,,,,,,1.0,1.0
600876.SH,,1.0,,1.0,1.0,,,,,,,
600877.SH,1.0,,,,,,,,,,,
600879.SH,,,1.0,1.0,,,,,,,,
600880.SH,,,,,,,1.0,,,,,
600881.SH,,,1.0,,1.0,,,,,,,
600882.SH,,,,,,,,1.0,,,,
600883.SH,,,,,,,,,,,,
600884.SH,,,,1.0,,,,,,,,
600885.SH,,,,,,1.0,,1.0,,,,
600886.SH,,,,,,,,,1.0,,1.0,
600887.SH,,,,,,,1.0,,,,,
600888.SH,1.0,,,,,,,,1.0,,,1.0
600889.SH,,1.0,,,,,,,,,,
600890.SH,,,,,,,,,,,,
600891.SH,,,,,1.0,,,,,,,
600892.SH,,,,1.0,,,,,,,,
600893.SH,,,1.0,,,1.0,,,,1.0,,1.0
600894.SH,,,,,,1.0,,1.0,,,,
600895.SH,,,,,,,,,,,,
600896.SH,,,,1.0,,,,,,,,
600897.SH,,,,,,,,,,,,
600898.SH,,,,,,,,,,,,
600900.SH,,,,1.0,,,,,,,1.0,
600901.SH,,,,,,,,,,,,
600903.SH,,,,,,,,,,,,
600908.SH,,,,,,,,,,,,
600909.SH,,,,,,,,,,,,
600917.SH,,,,,,,,,,,,
600918.SH,,,,,,,,,,,,
600919.SH,,,,,,,,,,,,
600926.SH,,,,,,,,,,,,
600928.SH,,,,,,,,,,,,
600929.SH,,,,,,,,,,,,
600933.SH,,,,,,,,,,,,
600936.SH,,,,,,,,,,,,
600939.SH,,,,,,,,,,,,
600958.SH,,,1.0,,,,,,,,,
600959.SH,1.0,1.0,,,,,,,,,,
600960.SH,,,1.0,1.0,,1.0,,,,,,
600961.SH,,,,,,,,,,,,
600962.SH,,,,,,,,,,,,1.0
600963.SH,,,1.0,,,,,1.0,,,,
600965.SH,,,,,1.0,,1.0,,,,,
600966.SH,,,,,,,,,,,,
600967.SH,,,1.0,,,,,1.0,,,,1.0
600968.SH,,,,,,,,,,,,
600969.SH,,,,,,1.0,,,,,,
600970.SH,,,,,1.0,,,,,,1.0,
600971.SH,,,,,,,,,,1.0,1.0,
600973.SH,,,,1.0,,,,,1.0,,,
600975.SH,,,,,1.0,,,,,,,
600976.SH,,,,,,,,,,,,
600977.SH,,,,,,,,,,,,
600978.SH,,,,,,,,,,1.0,,
600979.SH,,,,1.0,,,1.0,,,1.0,,
600980.SH,,,,,1.0,,,,,,,
600981.SH,,,,,1.0,,,,,,,
600982.SH,1.0,,,,,1.0,,,,,,
600983.SH,,,,,,1.0,,,,,,
600984.SH,,,,,1.0,,1.0,,,,,
600985.SH,1.0,1.0,1.0,,,,,1.0,,,,
600986.SH,,,1.0,,1.0,,,,,,,
600987.SH,,1.0,,,,,,,,,,
600988.SH,1.0,,,,1.0,,,1.0,,,,
600989.SH,,,,,,,,,,,,
600990.SH,,,1.0,,,,1.0,,,,,
600992.SH,,,,,,,1.0,,,,,
600993.SH,,,,,,,,,,,,
600995.SH,,,,,,,,,,,,
600996.SH,,,,,,,,,,,,
600997.SH,,,1.0,,,,,,,,,1.0
600998.SH,,,1.0,,,1.0,,,,,,
600999.SH,,,,,,1.0,,,,,,
601000.SH,,,,1.0,1.0,,,,1.0,,,
601001.SH,,,,,,,,,,,,
601002.SH,,,,,,,1.0,,,,,
601003.SH,,,,,,,,,,,,
601005.SH,,,,,,,1.0,,,,,
601006.SH,,,,,,,,,,1.0,,
601007.SH,,,,,,,,,,,,
601008.SH,1.0,,,,,1.0,,,1.0,,,
601009.SH,,,,,1.0,,,,,,,
601010.SH,,,,,,,,,,,,
601011.SH,,,1.0,,1.0,,,,,,,
601012.SH,,,,1.0,1.0,,,,,,,
601015.SH,,,1.0,,,,,,,,,
601016.SH,,,,1.0,,,,,,,,
601018.SH,,,,1.0,,,,,,,,
601019.SH,,,,,,,,,,,,
601020.SH,,,,,,,,,,,,
601021.SH,,1.0,,,,,,,,,,
601028.SH,,,,,,1.0,,,,,,
601038.SH,,,,,,,,,,,,
601058.SH,,,1.0,,,1.0,,,,,,
601066.SH,,,,,,,,,,,,
601068.SH,,,,,,,,,,,,
601069.SH,,,,,,,,,,,,
601077.SH,,,,,,,,,,,,
601086.SH,,,,,,,,,,,,
601088.SH,,,,,,,,,,,,
601098.SH,,,,,,,,,,,,
601099.SH,,,,,,1.0,,,,,,
601100.SH,,,,,,,,,,,,
601101.SH,,,,,,,,,,,,
601106.SH,,,1.0,,,,,,,,,
601107.SH,,,,,,,,,,,,
601108.SH,,,,,,,,,,,,
601111.SH,,,1.0,,,,1.0,,,1.0,,
601113.SH,1.0,1.0,,,1.0,,,,,,,
601116.SH,,1.0,,,,,,,,,,
601117.SH,,,,,,,,,,,,
601118.SH,,1.0,,,,,,,,,,
601126.SH,,,,,,,,,,,,
601127.SH,,,,,,,,,,,,
601128.SH,,,,,,,,,,,,
601137.SH,1.0,,,1.0,,,,,,,,
601138.SH,,,,,,,,,,,,
601139.SH,,,,,,,,,1.0,,,
601155.SH,,,,,,,,,,,,
601158.SH,,,,,,,,,,,,
601162.SH,,,,,,,,,,,,
601163.SH,,,,,,,,,,,,
601166.SH,,,1.0,,,,1.0,,,,,
601168.SH,,,,,,,,,,,,
601169.SH,,,1.0,,,,,1.0,,,,
601177.SH,,,,,,,,,,,,
601179.SH,,,,,,,1.0,,,,,
601186.SH,,,,,1.0,,,,,,,
601188.SH,,,,,,,1.0,,,,,
601198.SH,,,,1.0,,,,,,,,
601199.SH,,,,,,,,,,,,
601200.SH,,,,,,,,,,,,
601208.SH,,,,,,,,,,,,
601211.SH,,,,,,,,,,,,
601212.SH,1.0,,,,,,,,,,,
601216.SH,,,,1.0,,,,,,,,
601218.SH,,,,,,,,,,,,
601222.SH,,,,1.0,1.0,,,,,,,
601225.SH,,,,,,,,,,,,
601226.SH,,,,,,,,,,,,
601228.SH,,,,,,,,,,,,
601229.SH,,,,,,,,,,,,
601231.SH,,,,,,1.0,,,,,,
601233.SH,,,1.0,1.0,,,,,,,,
601236.SH,,,,,,,,,,,,
601238.SH,,,1.0,,,,,,,,,
601258.SH,,,,,,1.0,,,,,,
601288.SH,,1.0,,,,,,,,,,
601298.SH,,,,,,,,,,,,
601311.SH,,,,,,,,,,,,
601318.SH,,,,,,,,,,,,
601319.SH,,,,,,,,,,,,
601326.SH,,,,,,,,,,,,
601328.SH,,,,,,,,1.0,,,,
601330.SH,,,,,,,,,,,,
601333.SH,,,,,,,,,,,,
601336.SH,,,,,,,,,,,,
601339.SH,,,,,,,,,,,,
601360.SH,,1.0,,,,,,,,,,
601366.SH,,,,,,,,,,,,
601368.SH,1.0,,,,,,,,,,,
601369.SH,,,,,,,,,,,,
601375.SH,,,,,,,,,,,,
601377.SH,,,,,,,1.0,,,,,
601388.SH,,,,,,,,,,,,
601390.SH,1.0,,,,1.0,,,,,,,
601398.SH,,,,,,,,,,,,
601500.SH,1.0,,,,,,,,,,,
601512.SH,,,,,,,,,,,,
601515.SH,,,,,,,,,,,,
601518.SH,,1.0,,,,,,,,,,
601519.SH,,,,,,,,,,,,
601555.SH,,,,1.0,,1.0,,,,,,
601558.SH,,,,,,,,,,,,
601566.SH,,,,,,,,,,,,
601567.SH,,,,1.0,1.0,,,,,,,
601577.SH,,,,,,,,,,,,
601579.SH,,,,1.0,,,,,,,,
601588.SH,,,,,,,,,,,,
601595.SH,,,,,,,,,,,,
601598.SH,,,,,,,,,,,,
601599.SH,,,,1.0,,1.0,,,,,,
601600.SH,1.0,,,,1.0,,,,,,,
601601.SH,,,,,,,,,,,,
601606.SH,,,,,,,,,,,,
601607.SH,,,,,,,,,,1.0,,
601608.SH,,,,1.0,1.0,,,,,,,
601609.SH,,,,,,,,,,,,
601611.SH,,,,,,,,,,,,
601615.SH,,,,,,,,,,,,
601616.SH,,,,,,,,,,,,
601618.SH,,,1.0,,,,,,,,,
601619.SH,1.0,,,,,,,,,,,
601628.SH,,,,,,,,,,,,
601633.SH,,,,,,,,,,,,
601636.SH,,,,,1.0,1.0,,,,,,
601658.SH,,,,,,,,,,,,
601666.SH,,,,,,,,,,,,
601668.SH,,,,,,,,,,,,
601669.SH,,,1.0,,1.0,,,,,,,
601677.SH,,,1.0,,1.0,,,,,,,
601678.SH,,,,,,,,,,,,
601688.SH,,1.0,,,,,,,,,,
601689.SH,,,1.0,,,,,,,,,
601696.SH,,,,,,,,,,,,
601698.SH,,,,,,,,,,,,
601699.SH,,,,,,,,,,,,
601700.SH,,,,,,,,,,,,
601717.SH,,,1.0,,,,,,,,,
601718.SH,,,1.0,,,,,,,,,
601727.SH,,,1.0,1.0,,,,,,1.0,,
601766.SH,,,1.0,,,,,1.0,,,,
601777.SH,,,,,1.0,,,,,,,
601778.SH,,,,,,,,,,,,
601788.SH,,,,,1.0,,,,,,,
601789.SH,,,,,,,1.0,1.0,,,,
601798.SH,,,,,,,,,,,,
601799.SH,,,,1.0,,,,,,,,
